Original Data
Latitude; Longitude; Code; Altitude (Feet); Date; Date (Standard); Time
26.16124; 119.94266; 0; 107; 39918.5769097222; 2009-04-15; 13:50:45
26.16124; 119.94266; 0; 106; 39918.5769675926; 2009-04-15; 13:50:50
26.16124; 119.94266; 0; 106; 39918.577025463; 2009-04-15; 13:50:55
26.16124; 119.94266; 0; 106; 39918.5770833333; 2009-04-15; 13:51:00
26.16124; 119.942659; 0; 106; 39918.5771412037; 2009-04-15; 13:51:05
26.16124; 119.942659; 0; 106; 39918.5771990741; 2009-04-15; 13:51:10
26.16124; 119.942659; 0; 106; 39918.5772569444; 2009-04-15; 13:51:15
26.16124; 119.942658; 0; 105; 39918.5773148148; 2009-04-15; 13:51:20
26.16124; 119.942658; 0; 105; 39918.5773726852; 2009-04-15; 13:51:25
26.16124; 119.942658; 0; 105; 39918.5774305556; 2009-04-15; 13:51:30
26.16124; 119.942658; 0; 105; 39918.5774884259; 2009-04-15; 13:51:35
26.16124; 119.942657; 0; 105; 39918.5775462963; 2009-04-15; 13:51:40
26.161239; 119.942657; 0; 105; 39918.5776041667; 2009-04-15; 13:51:45
26.161239; 119.942657; 0; 105; 39918.577662037; 2009-04-15; 13:51:50
26.161239; 119.942657; 0; 104; 39918.5777199074; 2009-04-15; 13:51:55
26.161239; 119.942657; 0; 104; 39918.5777777778; 2009-04-15; 13:52:00
26.161239; 119.942657; 0; 104; 39918.5778356481; 2009-04-15; 13:52:05
26.161239; 119.942656; 0; 104; 39918.5778935185; 2009-04-15; 13:52:10
26.161239; 119.942656; 0; 104; 39918.5779513889; 2009-04-15; 13:52:15
26.161239; 119.942656; 0; 103; 39918.5780092593; 2009-04-15; 13:52:20
26.161239; 119.942656; 0; 103; 39918.5780671296; 2009-04-15; 13:52:25
26.161239; 119.942656; 0; 103; 39918.578125; 2009-04-15; 13:52:30
26.161238; 119.942656; 0; 103; 39918.5781828704; 2009-04-15; 13:52:35
26.161238; 119.942656; 0; 103; 39918.5782407407; 2009-04-15; 13:52:40
26.161238; 119.942656; 0; 103; 39918.5782986111; 2009-04-15; 13:52:45
26.161238; 119.942656; 0; 102; 39918.5783564815; 2009-04-15; 13:52:50
26.161238; 119.942655; 0; 102; 39918.5784143519; 2009-04-15; 13:52:55
26.161238; 119.942655; 0; 102; 39918.5784722222; 2009-04-15; 13:53:00
26.161238; 119.942655; 0; 102; 39918.5785300926; 2009-04-15; 13:53:05
26.161238; 119.942655; 0; 102; 39918.578587963; 2009-04-15; 13:53:10
26.161238; 119.942655; 0; 101; 39918.5786458333; 2009-04-15; 13:53:15
26.161238; 119.942655; 0; 101; 39918.5787037037; 2009-04-15; 13:53:20
26.161238; 119.942655; 0; 101; 39918.5787615741; 2009-04-15; 13:53:25
26.161237; 119.942655; 0; 101; 39918.5788194444; 2009-04-15; 13:53:30
26.161237; 119.942655; 0; 101; 39918.5788773148; 2009-04-15; 13:53:35
26.161237; 119.942655; 0; 101; 39918.5789351852; 2009-04-15; 13:53:40
26.161237; 119.942654; 0; 100; 39918.5789930556; 2009-04-15; 13:53:45
26.161237; 119.942654; 0; 100; 39918.5790509259; 2009-04-15; 13:53:50
26.161237; 119.942653; 0; 100; 39918.5791087963; 2009-04-15; 13:53:55
26.161237; 119.942653; 0; 100; 39918.5791666667; 2009-04-15; 13:54:00
26.161237; 119.942653; 0; 100; 39918.579224537; 2009-04-15; 13:54:05
26.161237; 119.942654; 0; 100; 39918.5792824074; 2009-04-15; 13:54:10
26.161237; 119.942653; 0; 100; 39918.5793402778; 2009-04-15; 13:54:15
26.161237; 119.942653; 0; 100; 39918.5793981481; 2009-04-15; 13:54:20
26.161238; 119.942653; 0; 100; 39918.5794560185; 2009-04-15; 13:54:25
26.161238; 119.942653; 0; 100; 39918.5795138889; 2009-04-15; 13:54:30
26.161238; 119.942653; 0; 100; 39918.5795717593; 2009-04-15; 13:54:35
26.161238; 119.942654; 0; 100; 39918.5796296296; 2009-04-15; 13:54:40
26.161238; 119.942654; 0; 100; 39918.5796875; 2009-04-15; 13:54:45
26.161238; 119.942654; 0; 100; 39918.5797453704; 2009-04-15; 13:54:50
26.161238; 119.942653; 0; 100; 39918.5798032407; 2009-04-15; 13:54:55
26.161238; 119.942653; 0; 99; 39918.5798611111; 2009-04-15; 13:55:00
26.161238; 119.942653; 0; 99; 39918.5799189815; 2009-04-15; 13:55:05
26.161238; 119.942653; 0; 99; 39918.5799768519; 2009-04-15; 13:55:10
26.161238; 119.942653; 0; 99; 39918.5800347222; 2009-04-15; 13:55:15
26.161238; 119.942653; 0; 99; 39918.5800925926; 2009-04-15; 13:55:20
26.161238; 119.942653; 0; 99; 39918.580150463; 2009-04-15; 13:55:25
26.161238; 119.942653; 0; 99; 39918.5802083333; 2009-04-15; 13:55:30
26.161237; 119.942653; 0; 99; 39918.5802662037; 2009-04-15; 13:55:35
26.161238; 119.942654; 0; 98; 39918.5803240741; 2009-04-15; 13:55:40
26.161237; 119.942654; 0; 98; 39918.5803819444; 2009-04-15; 13:55:45
26.161237; 119.942654; 0; 98; 39918.5804398148; 2009-04-15; 13:55:50
26.161237; 119.942654; 0; 98; 39918.5804976852; 2009-04-15; 13:55:55
26.161237; 119.942653; 0; 98; 39918.5805555556; 2009-04-15; 13:56:00
26.161237; 119.942653; 0; 98; 39918.5806134259; 2009-04-15; 13:56:05
26.161237; 119.942653; 0; 98; 39918.5806712963; 2009-04-15; 13:56:10
26.161237; 119.942653; 0; 97; 39918.5807291667; 2009-04-15; 13:56:15
26.161236; 119.942653; 0; 97; 39918.580787037; 2009-04-15; 13:56:20
26.161236; 119.942653; 0; 97; 39918.5808449074; 2009-04-15; 13:56:25
26.161236; 119.942653; 0; 97; 39918.5809027778; 2009-04-15; 13:56:30
26.161236; 119.942653; 0; 97; 39918.5809606481; 2009-04-15; 13:56:35
26.161236; 119.942652; 0; 97; 39918.5810185185; 2009-04-15; 13:56:40
26.161236; 119.942652; 0; 97; 39918.5810763889; 2009-04-15; 13:56:45
26.161236; 119.942651; 0; 97; 39918.5811342593; 2009-04-15; 13:56:50
26.161236; 119.94265; 0; 97; 39918.5811921296; 2009-04-15; 13:56:55
26.161236; 119.94265; 0; 97; 39918.58125; 2009-04-15; 13:57:00
26.161236; 119.942651; 0; 96; 39918.5813078704; 2009-04-15; 13:57:05
26.161236; 119.942651; 0; 96; 39918.5813657407; 2009-04-15; 13:57:10
26.161236; 119.94265; 0; 96; 39918.5814236111; 2009-04-15; 13:57:15
26.161236; 119.94265; 0; 96; 39918.5814814815; 2009-04-15; 13:57:20
26.161236; 119.942651; 0; 96; 39918.5815393519; 2009-04-15; 13:57:25
26.161236; 119.94265; 0; 96; 39918.5815972222; 2009-04-15; 13:57:30
26.161236; 119.94265; 0; 96; 39918.5816550926; 2009-04-15; 13:57:35
26.161236; 119.942649; 0; 96; 39918.581712963; 2009-04-15; 13:57:40
26.161236; 119.942649; 0; 96; 39918.5817708333; 2009-04-15; 13:57:45
26.161236; 119.94265; 0; 96; 39918.5818287037; 2009-04-15; 13:57:50
26.161236; 119.94265; 0; 96; 39918.5818865741; 2009-04-15; 13:57:55
26.161236; 119.94265; 0; 96; 39918.5819444444; 2009-04-15; 13:58:00
26.161236; 119.94265; 0; 96; 39918.5820023148; 2009-04-15; 13:58:05
26.161235; 119.94265; 0; 96; 39918.5820601852; 2009-04-15; 13:58:10
26.161235; 119.94265; 0; 96; 39918.5821180556; 2009-04-15; 13:58:15
26.161235; 119.94265; 0; 96; 39918.5821759259; 2009-04-15; 13:58:20
26.161236; 119.94265; 0; 96; 39918.5822337963; 2009-04-15; 13:58:25
26.161236; 119.942651; 0; 96; 39918.5822916667; 2009-04-15; 13:58:30
26.161236; 119.942651; 0; 96; 39918.582349537; 2009-04-15; 13:58:35
26.161236; 119.942651; 0; 96; 39918.5824074074; 2009-04-15; 13:58:40
26.161236; 119.942651; 0; 95; 39918.5824652778; 2009-04-15; 13:58:45
26.161236; 119.94265; 0; 95; 39918.5825231482; 2009-04-15; 13:58:50
26.161236; 119.94265; 0; 95; 39918.5825810185; 2009-04-15; 13:58:55
26.161236; 119.94265; 0; 95; 39918.5826388889; 2009-04-15; 13:59:00
26.161237; 119.942649; 0; 95; 39918.5826967593; 2009-04-15; 13:59:05
26.161237; 119.942649; 0; 95; 39918.5827546296; 2009-04-15; 13:59:10
26.161237; 119.942649; 0; 95; 39918.5828125; 2009-04-15; 13:59:15
26.161237; 119.942649; 0; 95; 39918.5828703704; 2009-04-15; 13:59:20
26.161237; 119.942649; 0; 95; 39918.5829282407; 2009-04-15; 13:59:25
26.161236; 119.942649; 0; 95; 39918.5829861111; 2009-04-15; 13:59:30
26.161236; 119.942648; 0; 95; 39918.5830439815; 2009-04-15; 13:59:35
26.161236; 119.942648; 0; 95; 39918.5831018519; 2009-04-15; 13:59:40
26.161236; 119.942648; 0; 95; 39918.5831597222; 2009-04-15; 13:59:45
26.161236; 119.942648; 0; 95; 39918.5832175926; 2009-04-15; 13:59:50
26.161236; 119.942648; 0; 95; 39918.583275463; 2009-04-15; 13:59:55
26.161236; 119.942649; 0; 95; 39918.5833333333; 2009-04-15; 14:00:00
26.161236; 119.942648; 0; 94; 39918.5833912037; 2009-04-15; 14:00:05
26.161236; 119.942648; 0; 94; 39918.5834490741; 2009-04-15; 14:00:10
26.161236; 119.942648; 0; 94; 39918.5835069444; 2009-04-15; 14:00:15
26.161236; 119.942648; 0; 94; 39918.5835648148; 2009-04-15; 14:00:20
26.161236; 119.942648; 0; 94; 39918.5836226852; 2009-04-15; 14:00:25
26.161236; 119.942648; 0; 94; 39918.5836805556; 2009-04-15; 14:00:30
26.161237; 119.942648; 0; 94; 39918.5837384259; 2009-04-15; 14:00:35
26.161237; 119.942648; 0; 94; 39918.5837962963; 2009-04-15; 14:00:40
26.161237; 119.942648; 0; 94; 39918.5838541667; 2009-04-15; 14:00:45
26.161237; 119.942648; 0; 94; 39918.583912037; 2009-04-15; 14:00:50
26.161237; 119.942648; 0; 94; 39918.5839699074; 2009-04-15; 14:00:55
26.161237; 119.942648; 0; 94; 39918.5840277778; 2009-04-15; 14:01:00
26.161237; 119.942648; 0; 94; 39918.5840856481; 2009-04-15; 14:01:05
26.161237; 119.942648; 0; 94; 39918.5841435185; 2009-04-15; 14:01:10
26.161237; 119.942649; 0; 94; 39918.5842013889; 2009-04-15; 14:01:15
26.161237; 119.942649; 0; 95; 39918.5842592593; 2009-04-15; 14:01:20
26.161237; 119.94265; 0; 95; 39918.5843171296; 2009-04-15; 14:01:25
26.161237; 119.94265; 0; 95; 39918.584375; 2009-04-15; 14:01:30
26.161237; 119.94265; 0; 95; 39918.5844328704; 2009-04-15; 14:01:35
26.161237; 119.94265; 0; 95; 39918.5844907407; 2009-04-15; 14:01:40
26.161237; 119.94265; 0; 95; 39918.5845486111; 2009-04-15; 14:01:45
26.161237; 119.94265; 0; 95; 39918.5846064815; 2009-04-15; 14:01:50
26.161236; 119.94265; 0; 96; 39918.5846643519; 2009-04-15; 14:01:55
26.161236; 119.94265; 0; 96; 39918.5847222222; 2009-04-15; 14:02:00
26.161237; 119.94265; 0; 96; 39918.5847800926; 2009-04-15; 14:02:05
26.161237; 119.94265; 0; 96; 39918.584837963; 2009-04-15; 14:02:10
26.161237; 119.94265; 0; 96; 39918.5848958333; 2009-04-15; 14:02:15
26.161237; 119.94265; 0; 96; 39918.5849537037; 2009-04-15; 14:02:20
26.161237; 119.94265; 0; 96; 39918.5850115741; 2009-04-15; 14:02:25
26.161237; 119.942649; 0; 96; 39918.5850694444; 2009-04-15; 14:02:30
26.161236; 119.942649; 0; 96; 39918.5851273148; 2009-04-15; 14:02:35
26.161236; 119.942649; 0; 96; 39918.5851851852; 2009-04-15; 14:02:40
26.161236; 119.942649; 0; 96; 39918.5852430556; 2009-04-15; 14:02:45
26.161236; 119.942649; 0; 96; 39918.5853009259; 2009-04-15; 14:02:50
26.161236; 119.942648; 0; 96; 39918.5853587963; 2009-04-15; 14:02:55
26.161236; 119.942648; 0; 96; 39918.5854166667; 2009-04-15; 14:03:00
26.161236; 119.942649; 0; 96; 39918.585474537; 2009-04-15; 14:03:05
26.161236; 119.942649; 0; 96; 39918.5855324074; 2009-04-15; 14:03:10
26.161236; 119.942649; 0; 96; 39918.5855902778; 2009-04-15; 14:03:15
26.161236; 119.94265; 0; 97; 39918.5856481481; 2009-04-15; 14:03:20
26.161236; 119.94265; 0; 97; 39918.5857060185; 2009-04-15; 14:03:25
26.161235; 119.94265; 0; 97; 39918.5857638889; 2009-04-15; 14:03:30
26.161236; 119.942651; 0; 97; 39918.5858217593; 2009-04-15; 14:03:35
26.161236; 119.942651; 0; 97; 39918.5858796296; 2009-04-15; 14:03:40
26.161236; 119.942651; 0; 97; 39918.5859375; 2009-04-15; 14:03:45
26.161236; 119.942651; 0; 97; 39918.5859953704; 2009-04-15; 14:03:50
26.161235; 119.942651; 0; 97; 39918.5860532407; 2009-04-15; 14:03:55
26.161235; 119.942651; 0; 97; 39918.5861111111; 2009-04-15; 14:04:00
26.161235; 119.942651; 0; 97; 39918.5861689815; 2009-04-15; 14:04:05
26.161235; 119.942651; 0; 97; 39918.5862268519; 2009-04-15; 14:04:10
26.161235; 119.942651; 0; 97; 39918.5862847222; 2009-04-15; 14:04:15
26.161235; 119.942651; 0; 97; 39918.5863425926; 2009-04-15; 14:04:20
26.161235; 119.942651; 0; 97; 39918.586400463; 2009-04-15; 14:04:25
26.161235; 119.942651; 0; 98; 39918.5864583333; 2009-04-15; 14:04:30
26.161235; 119.942651; 0; 97; 39918.5865162037; 2009-04-15; 14:04:35
26.161235; 119.942651; 0; 97; 39918.5865740741; 2009-04-15; 14:04:40
26.161235; 119.94265; 0; 97; 39918.5866319444; 2009-04-15; 14:04:45
26.161235; 119.94265; 0; 97; 39918.5866898148; 2009-04-15; 14:04:50
26.161235; 119.94265; 0; 97; 39918.5867476852; 2009-04-15; 14:04:55
26.161235; 119.94265; 0; 97; 39918.5868055556; 2009-04-15; 14:05:00
26.161235; 119.94265; 0; 97; 39918.5868634259; 2009-04-15; 14:05:05
26.161235; 119.94265; 0; 97; 39918.5869212963; 2009-04-15; 14:05:10
26.161235; 119.94265; 0; 97; 39918.5869791667; 2009-04-15; 14:05:15
26.161235; 119.942649; 0; 97; 39918.587037037; 2009-04-15; 14:05:20
26.161235; 119.942649; 0; 97; 39918.5870949074; 2009-04-15; 14:05:25
26.161235; 119.942649; 0; 97; 39918.5871527778; 2009-04-15; 14:05:30
26.161235; 119.942649; 0; 97; 39918.5872106481; 2009-04-15; 14:05:35
26.161234; 119.942649; 0; 97; 39918.5872685185; 2009-04-15; 14:05:40
26.161234; 119.942649; 0; 97; 39918.5873263889; 2009-04-15; 14:05:45
26.161234; 119.942649; 0; 97; 39918.5873842593; 2009-04-15; 14:05:50
26.161234; 119.942649; 0; 96; 39918.5874421296; 2009-04-15; 14:05:55
26.161234; 119.942649; 0; 96; 39918.5875; 2009-04-15; 14:06:00
26.161234; 119.942649; 0; 96; 39918.5875578704; 2009-04-15; 14:06:05
26.161234; 119.942649; 0; 96; 39918.5876157407; 2009-04-15; 14:06:10
26.161235; 119.942649; 0; 96; 39918.5876736111; 2009-04-15; 14:06:15
26.161235; 119.942649; 0; 96; 39918.5877314815; 2009-04-15; 14:06:20
26.161235; 119.942649; 0; 96; 39918.5877893519; 2009-04-15; 14:06:25
26.161235; 119.942649; 0; 96; 39918.5878472222; 2009-04-15; 14:06:30
26.161235; 119.942649; 0; 96; 39918.5879050926; 2009-04-15; 14:06:35
26.161235; 119.942649; 0; 96; 39918.587962963; 2009-04-15; 14:06:40
26.161236; 119.942649; 0; 95; 39918.5880208333; 2009-04-15; 14:06:45
26.161236; 119.942649; 0; 95; 39918.5880787037; 2009-04-15; 14:06:50
26.161236; 119.942649; 0; 95; 39918.5881365741; 2009-04-15; 14:06:55
26.161237; 119.942649; 0; 95; 39918.5881944444; 2009-04-15; 14:07:00
26.161237; 119.942649; 0; 95; 39918.5882523148; 2009-04-15; 14:07:05
26.161237; 119.942648; 0; 95; 39918.5883101852; 2009-04-15; 14:07:10
26.161237; 119.942648; 0; 94; 39918.5883680556; 2009-04-15; 14:07:15
26.161237; 119.942648; 0; 94; 39918.5884259259; 2009-04-15; 14:07:20
26.161237; 119.942648; 0; 94; 39918.5884837963; 2009-04-15; 14:07:25
26.161237; 119.942648; 0; 94; 39918.5885416667; 2009-04-15; 14:07:30
26.161237; 119.942648; 0; 94; 39918.588599537; 2009-04-15; 14:07:35
26.161237; 119.942647; 0; 94; 39918.5886574074; 2009-04-15; 14:07:40
26.161238; 119.942648; 0; 94; 39918.5887152778; 2009-04-15; 14:07:45
26.161238; 119.942647; 0; 93; 39918.5887731481; 2009-04-15; 14:07:50
26.161238; 119.942647; 0; 93; 39918.5888310185; 2009-04-15; 14:07:55
26.161238; 119.942647; 0; 93; 39918.5888888889; 2009-04-15; 14:08:00
26.161238; 119.942647; 0; 93; 39918.5889467593; 2009-04-15; 14:08:05
26.161238; 119.942647; 0; 93; 39918.5890046296; 2009-04-15; 14:08:10
26.161238; 119.942647; 0; 93; 39918.5890625; 2009-04-15; 14:08:15
26.161238; 119.942647; 0; 92; 39918.5891203704; 2009-04-15; 14:08:20
26.161238; 119.942647; 0; 92; 39918.5891782407; 2009-04-15; 14:08:25
26.161238; 119.942647; 0; 92; 39918.5892361111; 2009-04-15; 14:08:30
26.161239; 119.942647; 0; 92; 39918.5892939815; 2009-04-15; 14:08:35
26.161239; 119.942647; 0; 92; 39918.5893518519; 2009-04-15; 14:08:40
26.161239; 119.942647; 0; 92; 39918.5894097222; 2009-04-15; 14:08:45
26.161239; 119.942646; 0; 92; 39918.5894675926; 2009-04-15; 14:08:50
26.161239; 119.942646; 0; 91; 39918.589525463; 2009-04-15; 14:08:55
26.161239; 119.942646; 0; 91; 39918.5895833333; 2009-04-15; 14:09:00
26.161239; 119.942646; 0; 91; 39918.5896412037; 2009-04-15; 14:09:05
26.161239; 119.942646; 0; 91; 39918.5896990741; 2009-04-15; 14:09:10
26.161239; 119.942646; 0; 91; 39918.5897569444; 2009-04-15; 14:09:15
26.161239; 119.942646; 0; 91; 39918.5898148148; 2009-04-15; 14:09:20
26.161239; 119.942646; 0; 90; 39918.5898726852; 2009-04-15; 14:09:25
26.161239; 119.942646; 0; 90; 39918.5899305556; 2009-04-15; 14:09:30
26.161239; 119.942647; 0; 90; 39918.5899884259; 2009-04-15; 14:09:35
26.161239; 119.942647; 0; 90; 39918.5900462963; 2009-04-15; 14:09:40
26.161239; 119.942647; 0; 90; 39918.5901041667; 2009-04-15; 14:09:45
26.161238; 119.942647; 0; 90; 39918.590162037; 2009-04-15; 14:09:50
26.161238; 119.942647; 0; 90; 39918.5902199074; 2009-04-15; 14:09:55
26.161238; 119.942648; 0; 89; 39918.5902777778; 2009-04-15; 14:10:00
26.161238; 119.942648; 0; 89; 39918.5903356482; 2009-04-15; 14:10:05
26.161238; 119.942648; 0; 89; 39918.5903935185; 2009-04-15; 14:10:10
26.161238; 119.942648; 0; 89; 39918.5904513889; 2009-04-15; 14:10:15
26.161238; 119.942648; 0; 89; 39918.5905092593; 2009-04-15; 14:10:20
26.161238; 119.942648; 0; 88; 39918.5905671296; 2009-04-15; 14:10:25
26.161238; 119.942648; 0; 88; 39918.590625; 2009-04-15; 14:10:30
26.161238; 119.942648; 0; 88; 39918.5906828704; 2009-04-15; 14:10:35
26.161237; 119.942648; 0; 88; 39918.5907407407; 2009-04-15; 14:10:40
26.161237; 119.942648; 0; 88; 39918.5907986111; 2009-04-15; 14:10:45
26.161237; 119.942647; 0; 87; 39918.5908564815; 2009-04-15; 14:10:50
26.161237; 119.942647; 0; 87; 39918.5909143519; 2009-04-15; 14:10:55
26.161237; 119.942647; 0; 87; 39918.5909722222; 2009-04-15; 14:11:00
26.161237; 119.942647; 0; 87; 39918.5910300926; 2009-04-15; 14:11:05
26.161237; 119.942647; 0; 87; 39918.591087963; 2009-04-15; 14:11:10
26.161237; 119.942648; 0; 87; 39918.5911458333; 2009-04-15; 14:11:15
26.161237; 119.942648; 0; 87; 39918.5912037037; 2009-04-15; 14:11:20
26.161237; 119.942648; 0; 86; 39918.5912615741; 2009-04-15; 14:11:25
26.161237; 119.942648; 0; 86; 39918.5913194444; 2009-04-15; 14:11:30
26.161237; 119.942648; 0; 86; 39918.5913773148; 2009-04-15; 14:11:35
26.161237; 119.942647; 0; 86; 39918.5914351852; 2009-04-15; 14:11:40
26.161236; 119.942648; 0; 86; 39918.5914930556; 2009-04-15; 14:11:45
26.161236; 119.942648; 0; 86; 39918.5915509259; 2009-04-15; 14:11:50
26.161236; 119.942648; 0; 85; 39918.5916087963; 2009-04-15; 14:11:55
26.161236; 119.942648; 0; 85; 39918.5916666667; 2009-04-15; 14:12:00
26.161236; 119.942648; 0; 85; 39918.591724537; 2009-04-15; 14:12:05
26.161236; 119.942649; 0; 85; 39918.5917824074; 2009-04-15; 14:12:10
26.161235; 119.94265; 0; 85; 39918.5918402778; 2009-04-15; 14:12:15
